Generation,Fitness
0,0.0020688494712379837
1,0.0022437769850811367
2,0.00224672436485368
3,0.0021580047150145166
4,0.0020894690151667438
5,0.002042662886522559
6,0.002072088584236304
7,0.002030913415670533
8,0.002058122364859212
9,0.0020495239179341177
10,0.002060796056026107
11,0.0020778409433854315
12,0.00203848140150124
13,0.0020458235311797933
14,0.0020052118799507262
15,0.0020520625299185595
16,0.00202083869021128
17,0.0019742410075542943
18,0.001998912639330117
19,0.0019908325673882437
20,0.002017200094600261
21,0.0020736938049530093
22,0.0021072339342600734
23,0.002085137849078782
24,0.0020592859589000454
25,0.002072307722498182
26,0.0020708359284856946
27,0.0021084969097256573
28,0.0020581827762998026
29,0.002052589326266331
30,0.0020614905579163984
31,0.0020972631674540157
32,0.0020585260693092517
33,0.0020508819836352376
34,0.0020735296453517444
35,0.0020948293936814645
36,0.002160891261874871
37,0.0021198116606273485
38,0.002095229692027446
39,0.0020786402144482596
40,0.002135003271917633
41,0.002191659624508423
42,0.0020983630408073503
43,0.002117342750184867
44,0.0020936930263117963
45,0.0021472000154226386
46,0.0020826127892842414
47,0.002117728958066923
48,0.0021079500058184624
49,0.002120148007580757
50,0.002113747682272972
51,0.002094106201663473
52,0.002062648914967204
53,0.002110766767460047
54,0.002072273966407876
55,0.0020921383767404534
56,0.002109354106824057
57,0.0021038954075272604
58,0.0021251193846790464
59,0.002135761631504536
60,0.002122430847710563
61,0.002149376592895557
62,0.0021522203503182603
63,0.0021451893831722895
64,0.0021023891652446228
65,0.00213678029029411
66,0.002104154652346477
67,0.0021126582924547526
68,0.0021251274586150653
69,0.002216849180731911
70,0.0021161135600823175
71,0.002122235906702827
72,0.0021648882304242585
73,0.0021284629435525523
74,0.002229488907754658
75,0.0021859016789430646
76,0.002099213925907641
77,0.002087399522162978
78,0.0021676548706817097
79,0.0021821361796793603
80,0.002147995232205787
81,0.002098161905340126
82,0.0020847721829002287
83,0.002150692592104278
84,0.0021283717420675402
85,0.002093079862010602
86,0.0021007007578697228
87,0.0021153400220377755
88,0.0021083677101802183
89,0.002217654323076599
90,0.0021249596729068236
91,0.0022521350081008977
92,0.0021355954521972463
93,0.0021054340530026827
94,0.0020708926944872355
95,0.002153977364632335
96,0.0021316538185592133
97,0.0021197687329240827
98,0.002142033725514356
99,0.002142033725514356
100,0.002104694085195326
101,0.0020948303474461675
102,0.002119409956312155
103,0.002079205403452021
104,0.0021915981165224045
105,0.0021637990291647024
106,0.002112209190657495
107,0.0020835832338086985
108,0.002120908243565104
109,0.002143483744943295
110,0.002121912433564119
111,0.0021339218979767186
112,0.0021313122768370153
113,0.0021338642804670646
114,0.002138879987284141
115,0.0021131551111782934
116,0.002100312152060026
117,0.002214152211924961
118,0.0021360496230405064
119,0.002130504090942833
120,0.002152418363101245
121,0.0021280123094227985
122,0.0021353949963656715
123,0.002120628291254395
124,0.002164340097222862
125,0.002180697688013467
126,0.0021717426825264914
127,0.0021234727303260066
128,0.0021605195454105757
129,0.002154020551686783
130,0.0021740321892186184
131,0.002150350091434044
132,0.0021518525321621877
133,0.002140671586668572
134,0.002138497987289711
135,0.0021876520419715066
136,0.002160629060815897
137,0.00223287600915209
138,0.0022386882837711983
139,0.0022291400788065495
140,0.0021641066133525
141,0.0021560852354248427
142,0.0021599759004742453
143,0.0021596403370077203
144,0.0021916689034586047
145,0.0021903711882548574
146,0.0021488563643789556
147,0.0021724751521457345
148,0.0021915921588439896
149,0.0022036893096242668
150,0.002153510545951001
151,0.0022839714679818743
152,0.0021629166656281958
153,0.0021085728430168473
154,0.002210823071187786
155,0.002152479380973151
156,0.002160048964339433
157,0.002132059146234073
158,0.002120731747971902
159,0.002179701062645499
160,0.0021927144875587773
161,0.0021164797446519418
162,0.0021360489497537433
163,0.0021570916867756727
164,0.00215457781500291
165,0.00214458688430568
166,0.00217842102275473
167,0.0021762638686419348
168,0.002164290113944673
169,0.0021492258711224978
170,0.0021662643945450665
171,0.0022067903055920496
172,0.002160524986040436
173,0.0021209316279281218
174,0.0021577870724919152
175,0.002201392272782283
176,0.0021387989631714253
177,0.0021503347387954582
178,0.002169334022364294
179,0.0021465690790645397
180,0.002142631107314524
181,0.0021545667535546307
182,0.002131205499625758
183,0.002185397734300017
184,0.002189713447972107
185,0.0022536265963439476
186,0.0022241365662552556
187,0.002194598432966575
188,0.0022281376854755464
189,0.00223228312122823
190,0.0021635677801262313
191,0.002172736047075753
192,0.002256388453523119
193,0.002150191713525592
194,0.002227095749876515
195,0.002186973091255957
196,0.002194267008741344
197,0.0021808153901627042
198,0.002210700284234429
199,0.002147524549207163
200,0.0021596610825921126
201,0.0021631633910558327
202,0.00215714316179902
203,0.0021336775231228493
204,0.002141065639948676
205,0.0021465449439292557
206,0.0021307934859958193
207,0.0021416723865509083
208,0.002178289076932888
209,0.002170877770055864
210,0.0021439960751265395
211,0.002161115397665333
212,0.0021912963325177595
213,0.002185645658504379
214,0.002177777658406237
215,0.002187041548779143
216,0.0022088468298568273
217,0.002218275198932925
218,0.0022220086414266346
219,0.0022151008011366984
220,0.0021556991446160154
221,0.002228929179238848
222,0.0022029180067773867
223,0.00217258233381137
224,0.002219568964601687
225,0.002193946455575337
226,0.002174832735839928
227,0.0021955673574770543
228,0.002239727119805356
229,0.002185408308638514
230,0.0021773720570000183
231,0.0021779634264891766
232,0.002178583850332049
233,0.0021529572858905326
234,0.0021646971409348867
235,0.002165835210979141
236,0.0021813650587628047
237,0.002149455347157614
238,0.0022047705975510954
239,0.002183276390011268
240,0.00216822785282276
241,0.002156519376487798
242,0.0021747079217984936
243,0.002217861341652032
244,0.002174526923446563
245,0.002180830574076689
246,0.0022014789975718634
247,0.002174238811979433
248,0.0021872839870794043
249,0.002204702243401246
250,0.002206408391277389
251,0.0021801442170214934
252,0.0022379051022042564
253,0.0021821647936173653
254,0.0021742379762723697
255,0.002187250961290456
256,0.002174728740568521
257,0.002188905728872837
258,0.002194351682222367
259,0.0022383498120665565
260,0.0022121354197020813
261,0.002225064561328132
262,0.002204749225674985
263,0.0022277807037336846
264,0.002214884209637129
265,0.00221237949140424
266,0.002267413220989086
267,0.0022415468318936426
268,0.0022157631946239423
269,0.002264207134854129
270,0.00222556849763308
271,0.0022853264991772346
272,0.0022730379808019604
273,0.002253976529502375
274,0.002297664905193715
275,0.0022563198682183402
276,0.0022842405968054188
277,0.002290896909887157
278,0.0022617595547721916
279,0.0022934101171457034
280,0.002245644332715781
281,0.0022755048185285186
282,0.0022503699047805486
283,0.00229432744853926
284,0.002276884579225691
285,0.0022994601481126794
286,0.0022720397260614124
287,0.002265924278772629
288,0.0022527140828741566
289,0.002254483838710242
290,0.002277053130421988
291,0.002325517557330202
292,0.002280317784647347
293,0.0023386380347390733
294,0.002314683436592189
295,0.0022727376438167455
296,0.002294141857156907
297,0.002285403727756734
298,0.0022722022505663256
299,0.0023063397172463445
300,0.002252079588641885
301,0.0022336517908976145
302,0.0022820726911809423
303,0.002274167786281874
304,0.0022854960365717193
305,0.0022620500052254744
306,0.0022729125133289113
307,0.0022604121238885833
308,0.0022683608194650744
309,0.0022725364563675383
310,0.002267448367391314
311,0.0022505942095382746
312,0.0022335820238433557
313,0.0022889822605015836
314,0.0022804161983491856
315,0.002265882255614008
316,0.002265319023008316
317,0.002249706961090677
318,0.002243873829499876
319,0.0022748398035858917
320,0.002253492966419608
321,0.0022248812577724078
322,0.0022262924950802883
323,0.0022540783289761003
324,0.0022676548391115372
325,0.0022996486315355036
326,0.0022439716022796437
327,0.002232049541617317
328,0.0022176566821716878
329,0.0022341606086266745
330,0.0022285103098042118
331,0.0022267676868625475
332,0.002239187787790238
333,0.0022263706927585646
334,0.0022430434074874927
335,0.002246373811377739
336,0.002247970106152425
337,0.002250385463585137
338,0.0022459654367227976
339,0.0022487722772507822
340,0.002328929127227312
341,0.0022551683136351
342,0.0022732652710200883
343,0.002276159088817643
344,0.0022658559386493976
345,0.0022715170633986342
346,0.002241447259668897
347,0.00228601432800707
348,0.0022692074424805557
349,0.0022742209858948527
350,0.002295732501790023
351,0.002320729208052824
352,0.002258711236958478
353,0.002315902083715962
354,0.002270151879682631
355,0.0022716828551391788
356,0.002275670596716042
357,0.002272962705725254
358,0.002243707256368898
359,0.0023054843740271994
360,0.0023088989954472296
361,0.0022738282966622806
362,0.002317696494863625
363,0.002329758841819057
364,0.002293170046040317
365,0.0023501921618373305
366,0.0023199244046474515
367,0.0022847188228173835
368,0.002312257419297094
369,0.0023039028734281037
370,0.0023031926937373166
371,0.0023074293449289146
372,0.002285816083495151
373,0.002327151950718511
374,0.0023030764054778204
375,0.002285588683049512
376,0.002306060652767343
377,0.0023211794875400878
378,0.002318551921823064
379,0.002334650010027755
380,0.002296637757849437
381,0.002290601200777489
382,0.002353502048153864
383,0.0023059032472236268
384,0.0023430272768902535
385,0.0023021206996437877
386,0.002294874688564179
387,0.002365910595896925
388,0.0023571080285773676
389,0.002325793623466787
390,0.002317590107709755
391,0.0023253296231606838
392,0.0023006153750820056
393,0.0023082606568784712
394,0.002290749985989537
395,0.0023092751983557432
396,0.002296723362776171
397,0.002293733517550777
398,0.00231869351776782
399,0.002310110040828336
400,0.002318450169347775
401,0.0023356948382588388
402,0.0022979648983176308
403,0.0023089057497452364
404,0.0023347264926512072
405,0.0023336813830247124
406,0.0023068863355481736
407,0.0023133133548579043
408,0.0023133290266972024
409,0.0023820459239215245
410,0.002335103932745526
411,0.002291620799074876
412,0.002365853273047087
413,0.0023279881552238026
414,0.0023324896350850528
415,0.0023093941863189947
416,0.0022997302454649433
417,0.0022879212941464533
418,0.0022922705516937145
419,0.0023017509133342762
420,0.0023218927987393723
421,0.002312744810519243
422,0.0023136030062263636
423,0.002305673812424397
424,0.002316291335601392
425,0.0023589329776993076
426,0.002323371678649147
427,0.0023360813815517787
428,0.00230396915453378
429,0.0023362776969718772
430,0.002317824617265052
431,0.0023112441246792865
432,0.0023302297191744904
433,0.002328815281478438
434,0.0023328672312582163
435,0.002330456126418013
436,0.002349814024763176
437,0.0023677401829372276
438,0.0023774932673883108
439,0.002341752752694118
440,0.002355841876354881
441,0.002333069365393349
442,0.0023494715375087663
443,0.002338985878697214
444,0.0023454475449694906
445,0.0023293547776008735
446,0.002335345076031459
447,0.0023608956520855006
448,0.0023490685441745333
449,0.0023476652113147744
450,0.0023676262886533307
451,0.002351374725019075
452,0.0023288575332600266
453,0.0023373102032443293
454,0.002348103449443035
455,0.0023471163113647398
456,0.0023228021720955888
457,0.0023235475073405884
458,0.0023427805229009804
459,0.0023534876028676573
460,0.0023400416380436636
461,0.0023754627909199797
462,0.0023371756345781643
463,0.0023495707260928213
464,0.0023842955326502874
465,0.002373822016840634
466,0.002372720729587287
467,0.002390327739119444
